92.73 100.06 100.27 106.70
94.29 99.26 99.73 105.01
97.03 100.75 100.01 102.50
91.94 99.96 99.98 107.64
95.49 100.00 100.14 103.98
96.36 100.06 99.88 103.09
92.67 99.16 99.47 106.71
89.78 99.72 99.84 108.94
96.30 100.20 100.71 103.31
90.61 99.77 100.02 107.49
95.65 100.82 99.87 103.64
94.90 98.29 99.98 106.63
92.56 100.61 99.99 105.29
95.54 99.09 99.99 103.90
95.32 101.07 99.99 104.27
90.67 99.23 99.98 107.49
95.28 100.57 98.62 104.14
93.08 99.55 99.83 105.75
91.82 99.50 100.91 107.73
85.68 100.82 98.72 110.43
80.54 99.92 100.24 117.87
95.91 99.35 99.75 102.96
96.13 100.62 100.17 103.44
96.35 100.18 99.74 102.91
93.90 99.93 100.00 105.36
96.01 100.05 100.00 103.61
98.15 99.78 100.01 100.78
95.16 100.04 100.00 104.54
96.35 99.96 99.02 103.19
97.46 100.01 100.96 101.53
96.59 100.00 100.02 102.69
93.68 100.06 100.15 105.66
96.54 99.44 99.80 102.92
94.64 100.36 100.01 104.98
96.34 99.94 99.78 102.87
94.84 99.94 100.09 104.61
95.68 99.98 100.01 103.68
94.77 100.03 99.94 105.58
96.15 99.92 100.06 101.53
97.20 99.67 99.44 102.33
97.04 100.30 100.40 102.45
92.79 99.92 99.98 106.57
97.98 99.97 100.01 101.48
96.76 99.17 99.97 102.71
92.65 100.84 100.00 106.98
96.84 100.01 100.00 102.74
97.06 99.98 100.01 102.58
94.91 99.99 99.94 104.59
93.52 99.54 100.00 105.88
94.61 99.59 99.98 104.84
95.49 100.86 99.92 103.74
94.27 98.73 100.30 105.08
96.79 99.45 100.15 102.65
96.67 100.38 99.99 102.94
96.22 99.37 100.01 103.33
96.68 100.54 99.98 102.65
97.14 100.06 100.01 102.41
92.42 99.69 99.95 107.06
94.39 99.93 99.27 105.18
96.89 100.28 100.90 102.65
88.27 100.16 99.78 108.77
98.19 99.27 99.52 102.23
96.89 100.59 100.44 102.69
96.90 100.00 100.01 102.59
92.28 99.88 99.99 107.18
95.99 99.82 100.02 103.53
95.12 100.12 100.00 102.80
81.74 100.47 100.25 118.21
91.48 99.44 99.54 104.63
95.52 100.09 100.29 104.29
92.12 99.92 100.31 106.78
93.81 99.94 100.29 105.39
97.72 99.24 98.39 100.22
92.87 99.73 100.99 105.87
90.92 100.87 99.83 107.91
92.82 99.62 99.17 107.84
90.21 100.47 100.93 109.45
91.12 99.26 99.09 107.09
95.06 100.20 100.63 104.56
95.59 100.51 100.20 104.97
95.90 99.73 100.00 103.67
96.82 99.34 99.11 102.70
95.31 100.69 100.80 104.43
95.70 100.21 100.05 103.88
96.08 99.32 99.66 103.48
96.63 100.65 100.29 103.01
93.73 100.00 100.01 105.83
95.64 99.85 100.02 104.01
95.14 100.14 100.07 104.34

